Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,
Timestamp,Timestamp,Low Noise Accelerometer X,Low Noise Accelerometer X,Low Noise Accelerometer Y,Low Noise Accelerometer Y,Low Noise Accelerometer Z,Low Noise Accelerometer Z,Wide Range Accelerometer X,Wide Range Accelerometer X,Wide Range Accelerometer Y,Wide Range Accelerometer Y,Wide Range Accelerometer Z,Wide Range Accelerometer Z,Gyroscope X,Gyroscope X,Gyroscope Y,Gyroscope Y,Gyroscope Z,Gyroscope Z,Pressure,Pressure,Temperature,Temperature,GSR,GSR,
RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,
no units,mSecs,no units,m/(sec^2),no units,m/(sec^2),no units,m/(sec^2),no units,m/(sec^2),no units,m/(sec^2),no units,m/(sec^2),no units,deg/sec,no units,deg/sec,no units,deg/sec,no units,kPa,no units,Celcius*,no units,kOhms,
11038631,120407.348632813,2061,-5.55421686746988,2508,-0.168674698795181,1380,8.03614457831325,8752,-5.36603310852238,-496,-0.304107909258124,-13488,8.26977314530963,-19,-1.9236641221374,126,0.290076335877863,-78,1.19083969465649,43237,99.7333693219935,27152,27.431443649313,50878,2060.53522814658,1493933778894,
11045185,120607.360839844,2064,-5.5421686746988,2507,-0.204819277108434,1376,8.08433734939759,8640,-5.29736358062538,-464,-0.284488044144696,-13392,8.21091354996934,-94,-1.00763358778626,66,1.43511450381679,-48,0.732824427480916,43238,99.7362622128225,27152,27.431443649313,50878,2060.53522814658,1493933779102,
11051739,120807.373046875,2060,-5.67469879518072,2518,-0.156626506024096,1382,8.01204819277108,8640,-5.29736358062538,-512,-0.313917841814838,-13424,8.23053341508277,-175,-2.22900763358779,146,2.67175572519084,-69,1.05343511450382,43238,99.7362622128225,27152,27.431443649313,50879,2058.60180588785,1493933779286,
11058293,121007.385253906,2072,-5.75903614457831,2525,-0.301204819277108,1395,7.85542168674699,8800,-5.39546290619252,-640,-0.392397302268547,-13280,8.14224402207235,-103,-2.12213740458015,139,1.57251908396947,-44,0.67175572519084,43235,99.7275835425473,27152,27.431443649313,50879,2058.60180588785,1493933779498,
11064847,121207.397460938,2057,-5.73493975903614,2523,-0.120481927710843,1388,7.93975903614458,8848,-5.42489270386266,-656,-0.402207234825261,-13232,8.11281422440221,163,1.41984732824427,-93,-2.48854961832061,18,-0.274809160305344,43235,99.7275835425473,27152,27.431443649313,50880,2056.67200852943,1493933779694,
11071401,121407.409667969,2060,-5.66265060240964,2517,-0.156626506024096,1386,7.96385542168675,8688,-5.32679337829552,-560,-0.343347639484979,-13376,8.20110361741263,-46,-0.396946564885496,26,0.702290076335878,-51,0.778625954198473,43235,99.7275835425473,27152,27.431443649313,50880,2056.67200852943,1493933779901,
11077955,121607.421875,2063,-5.67469879518072,2518,-0.192771084337349,1388,7.93975903614458,8752,-5.36603310852238,-672,-0.412017167381974,-13424,8.23053341508277,-103,-0.977099236641221,64,1.57251908396947,-33,0.50381679389313,43236,99.7304764319017,27152,27.431443649313,50880,2056.67200852943,1493933780087,
11084509,121807.434082031,2060,-5.69879518072289,2520,-0.156626506024096,1386,7.96385542168675,8736,-5.35622317596567,-592,-0.362967504598406,-13296,8.15205395462906,-40,-0.885496183206107,58,0.610687022900763,-38,0.580152671755725,43236,99.7338798962132,27154,27.4432611228662,50881,2054.74582588659,1493933780297,
11091063,122007.446289063,2060,-5.67469879518072,2518,-0.156626506024096,1385,7.97590361445783,8720,-5.34641324340895,-608,-0.37277743715512,-13360,8.19129368485592,-57,-0.977099236641221,64,0.870229007633588,-47,0.717557251908397,43233,99.7252010005113,27154,27.4432611228662,50882,2052.82324781272,1493933780513,
11097617,122207.458496094,2062,-5.71084337349398,2521,-0.180722891566265,1387,7.95180722891566,8736,-5.35622317596567,-544,-0.333537706928265,-13360,8.19129368485592,-41,-1.11450381679389,73,0.625954198473282,-41,0.625954198473282,43237,99.7367728629218,27154,27.4432611228662,50883,2050.90426419913,1493933780696,
11104171,122407.470703125,2060,-5.71084337349398,2521,-0.156626506024096,1388,7.93975903614458,8752,-5.36603310852238,-528,-0.323727774371551,-13392,8.21091354996934,-61,-0.82442748091603,54,0.931297709923664,-33,0.50381679389313,43233,99.7252010005113,27154,27.4432611228662,50885,2047.07704010674,1493933780911,
11110725,122607.482910156,2063,-5.68674698795181,2519,-0.192771084337349,1386,7.96385542168675,8720,-5.34641324340895,-608,-0.37277743715512,-13392,8.21091354996934,-43,-0.793893129770992,52,0.656488549618321,-34,0.519083969465649,43234,99.728093965008,27154,27.4432611228662,50886,2045.1687795987,1493933781094,
11117279,122807.495117188,2060,-5.68674698795181,2519,-0.156626506024096,1386,7.96385542168675,8688,-5.32679337829552,-592,-0.362967504598406,-13360,8.19129368485592,-77,-1.23664122137405,81,1.17557251908397,-39,0.595419847328244,43234,99.7314970829433,27156,27.4550778658316,50888,2041.36291186538,1493933781304,
11123833,123007.507324219,2060,-5.67469879518072,2518,-0.156626506024096,1384,7.98795180722892,8720,-5.34641324340895,-576,-0.353157572041692,-13360,8.19129368485592,-49,-1.00763358778626,66,0.748091603053435,-47,0.717557251908397,43236,99.7372831673731,27156,27.4550778658316,50890,2037.57118254926,1493933781487,
11130387,123207.51953125,2063,-5.69879518072289,2520,-0.192771084337349,1388,7.93975903614458,8752,-5.36603310852238,-608,-0.37277743715512,-13344,8.1814837522992,-84,-1.2824427480916,84,1.2824427480916,-50,0.763358778625954,43234,99.7314970829433,27156,27.4550778658316,50892,2033.79351301221,1493933781696,
11136941,123407.531738281,2058,-5.71084337349398,2521,-0.132530120481928,1387,7.95180722891566,8800,-5.39546290619252,-576,-0.353157572041692,-13360,8.19129368485592,8,-0.427480916030534,28,-0.122137404580153,-34,0.519083969465649,43233,99.7286040418344,27156,27.4550778658316,50895,2028.15320020265,1493933781910,
11143495,123607.543945313,2060,-5.66265060240964,2517,-0.156626506024096,1384,7.98795180722892,8800,-5.39546290619252,-544,-0.333537706928265,-13376,8.20110361741263,22,-0.67175572519084,44,-0.33587786259542,-41,0.625954198473282,43233,99.7286040418344,27156,27.4550778658316,50897,2024.41033987825,1493933782095,
11150049,123807.556152344,2062,-5.68674698795181,2519,-0.180722891566265,1386,7.96385542168675,8752,-5.36603310852238,-528,-0.323727774371551,-13344,8.1814837522992,-123,-1.43511450381679,94,1.87786259541985,-40,0.610687022900763,43233,99.7303054900949,27157,27.4609859634493,50899,2020.68126864836,1493933782291,
11156603,124007.568359375,2061,-5.68674698795181,2519,-0.168674698795181,1387,7.95180722891566,8672,-5.31698344573881,-560,-0.343347639484979,-13296,8.15205395462906,-64,-0.763358778625954,50,0.977099236641221,-50,0.763358778625954,43236,99.7389847305467,27157,27.4609859634493,50902,2015.11335012594,1493933782501,
11163157,124207.580566406,2062,-5.66265060240964,2517,-0.180722891566265,1383,8,8720,-5.34641324340895,-608,-0.37277743715512,-13360,8.19129368485592,-31,-0.687022900763359,45,0.473282442748092,-44,0.67175572519084,43236,99.7389847305467,27157,27.4609859634493,50904,2011.41842008715,1493933782688,
11169711,124407.592773438,2063,-5.67469879518072,2518,-0.192771084337349,1384,7.98795180722892,8736,-5.35622317596567,-592,-0.362967504598406,-13424,8.23053341508277,-49,-0.900763358778626,59,0.748091603053435,-43,0.656488549618321,43233,99.7303054900949,27157,27.4609859634493,50906,2007.7370153624,1493933782899,
11176265,124607.604980469,2060,-5.71084337349398,2521,-0.156626506024096,1385,7.97590361445783,8720,-5.34641324340895,-560,-0.343347639484979,-13328,8.17167381974249,-59,-1.34351145038168,88,0.900763358778626,-55,0.83969465648855,43233,99.7303054900949,27157,27.4609859634493,50908,2004.06906182313,1493933783114,
11182819,124807.6171875,2063,-5.67469879518072,2518,-0.192771084337349,1386,7.96385542168675,8768,-5.37584304107909,-560,-0.343347639484979,-13344,8.1814837522992,-38,-0.641221374045801,42,0.580152671755725,-29,0.442748091603053,43233,99.7371108007002,27161,27.4846165291383,50909,2002.24010623085,1493933783298,
11189373,125007.629394531,2061,-5.68674698795181,2519,-0.168674698795181,1386,7.96385542168675,8704,-5.33660331085224,-544,-0.333537706928265,-13280,8.14224402207235,-50,-0.82442748091603,54,0.763358778625954,-42,0.641221374045801,43235,99.7428972666765,27161,27.4846165291383,50911,1998.59219166019,1493933783513,
11195927,125207.641601563,2060,-5.68674698795181,2519,-0.156626506024096,1386,7.96385542168675,8720,-5.34641324340895,-592,-0.362967504598406,-13344,8.1814837522992,-92,-1.09923664122137,72,1.40458015267176,-56,0.854961832061069,43234,99.7400040333196,27161,27.4846165291383,50911,1998.59219166019,1493933783697,
11202481,125407.653808594,2061,-5.68674698795181,2519,-0.168674698795181,1387,7.95180722891566,8736,-5.35622317596567,-576,-0.353157572041692,-13280,8.14224402207235,-47,-0.99236641221374,65,0.717557251908397,-50,0.763358778625954,43234,99.7400040333196,27161,27.4846165291383,50912,1996.77321448539,1493933783899,
11209035,125607.666015625,2062,-5.69879518072289,2520,-0.180722891566265,1387,7.95180722891566,8752,-5.36603310852238,-640,-0.392397302268547,-13280,8.14224402207235,-34,-0.748091603053435,49,0.519083969465649,-35,0.534351145038168,43233,99.7371108007002,27161,27.4846165291383,50914,1993.14517511375,1493933784089,
11215589,125807.678222656,2058,-5.66265060240964,2517,-0.132530120481928,1387,7.95180722891566,8784,-5.38565297363581,-688,-0.421827099938688,-13264,8.13243408951563,-65,-0.564885496183206,37,0.99236641221374,-28,0.427480916030534,43233,99.740513166684,27163,27.4964307177038,50915,1991.33609491823,1493933784298,
11222143,126007.690429688,2063,-5.69879518072289,2520,-0.192771084337349,1385,7.97590361445783,8720,-5.34641324340895,-608,-0.37277743715512,-13312,8.16186388718578,-40,-0.687022900763359,45,0.610687022900763,-18,0.274809160305344,43233,99.740513166684,27163,27.4964307177038,50917,1987.7277687557,1493933784509,
11228697,126207.702636719,2061,-5.65060240963855,2516,-0.168674698795181,1388,7.93975903614458,8704,-5.33660331085224,-608,-0.37277743715512,-13344,8.1814837522992,-56,-0.931297709923664,61,0.854961832061069,-44,0.67175572519084,43233,99.740513166684,27163,27.4964307177038,50921,1980.55020476909,1493933784693,
11235251,126407.71484375,2060,-5.69879518072289,2520,-0.156626506024096,1387,7.95180722891566,8752,-5.36603310852238,-544,-0.333537706928265,-13376,8.20110361741263,-61,-0.885496183206107,58,0.931297709923664,-42,0.641221374045801,43233,99.740513166684,27163,27.4964307177038,50923,1976.98082605376,1493933784887,
11241805,126607.727050781,2061,-5.67469879518072,2518,-0.168674698795181,1385,7.97590361445783,8736,-5.35622317596567,-560,-0.343347639484979,-13344,8.1814837522992,-48,-0.900763358778626,59,0.732824427480916,-29,0.442748091603053,43233,99.740513166684,27163,27.4964307177038,50927,1969.88052674605,1493933785095,
11248359,126807.739257813,2057,-5.69879518072289,2520,-0.120481927710843,1387,7.95180722891566,8768,-5.37584304107909,-576,-0.353157572041692,-13344,8.1814837522992,-74,-0.870229007633588,57,1.12977099236641,-30,0.458015267175573,43233,99.740513166684,27163,27.4964307177038,50931,1962.83104617717,1493933785311,
11254913,127007.751464844,2061,-5.67469879518072,2518,-0.168674698795181,1385,7.97590361445783,8752,-5.36603310852238,-576,-0.353157572041692,-13344,8.1814837522992,-44,-0.717557251908397,47,0.67175572519084,-40,0.610687022900763,43233,99.740513166684,27163,27.4964307177038,50934,1957.57695822296,1493933785496,
11261467,127207.763671875,2061,-5.69879518072289,2520,-0.168674698795181,1386,7.96385542168675,8736,-5.35622317596567,-592,-0.362967504598406,-13376,8.20110361741263,-55,-0.931297709923664,61,0.83969465648855,-29,0.442748091603053,43233,99.740513166684,27163,27.4964307177038,50938,1950.61510696783,1493933785713,
11268021,127407.775878906,2059,-5.67469879518072,2518,-0.144578313253012,1385,7.97590361445783,8688,-5.32679337829552,-624,-0.382587369711833,-13328,8.17167381974249,-41,-1.00763358778626,66,0.625954198473282,-49,0.748091603053435,43233,99.740513166684,27163,27.4964307177038,50940,1947.15271752422,1493933785896,
11274575,127607.788085938,2062,-5.69879518072289,2520,-0.180722891566265,1386,7.96385542168675,8752,-5.36603310852238,-640,-0.392397302268547,-13360,8.19129368485592,-51,-0.763358778625954,50,0.778625954198473,-33,0.50381679389313,43233,99.740513166684,27163,27.4964307177038,50942,1943.70259795289,1493933786092,
11281129,127807.800292969,2061,-5.68674698795181,2519,-0.168674698795181,1387,7.95180722891566,8672,-5.31698344573881,-592,-0.362967504598406,-13312,8.16186388718578,-56,-0.809160305343511,53,0.854961832061069,-49,0.748091603053435,43233,99.7507191083384,27169,27.5318689103267,50944,1940.26468314702,1493933786301,
11287683,128007.8125,2061,-5.67469879518072,2518,-0.168674698795181,1385,7.97590361445783,8704,-5.33660331085224,-592,-0.362967504598406,-13360,8.19129368485592,-46,-0.961832061068702,63,0.702290076335878,-44,0.67175572519084,43233,99.7507191083384,27169,27.5318689103267,50947,1935.1305535828,1493933786488,
11294237,128207.824707031,2059,-5.69879518072289,2520,-0.144578313253012,1388,7.93975903614458,8720,-5.34641324340895,-640,-0.392397302268547,-13296,8.15205395462906,-55,-1.02290076335878,67,0.83969465648855,-46,0.702290076335878,43233,99.7507191083384,27169,27.5318689103267,50948,1933.4252096993,1493933786696,
11300791,128407.836914063,2075,-5.66265060240964,2517,-0.337349397590361,1385,7.97590361445783,8752,-5.36603310852238,-704,-0.431637032495402,-13424,8.23053341508277,-120,-1.81679389312977,119,1.83206106870229,-58,0.885496183206107,43233,99.7507191083384,27169,27.5318689103267,50949,1931.72286885572,1493933786913,
11307345,128607.849121094,2071,-5.65060240963855,2516,-0.289156626506024,1382,8.01204819277108,8880,-5.44451256897609,-736,-0.451256897608829,-13328,8.17167381974249,143,2.41221374045802,-158,-2.18320610687023,98,-1.49618320610687,43233,99.7507191083384,27169,27.5318689103267,50950,1930.0235231267,1493933787096,
11313899,128807.861328125,2071,-5.66265060240964,2517,-0.289156626506024,1381,8.02409638554217,8656,-5.3071735131821,-496,-0.304107909258124,-13456,8.2501532801962,-279,-2.74809160305343,180,4.25954198473282,-79,1.20610687022901,43233,99.7507191083384,27169,27.5318689103267,50950,1930.0235231267,1493933787312,
11320453,129007.873535156,2068,-5.72289156626506,2522,-0.253012048192771,1389,7.92771084337349,8800,-5.39546290619252,-720,-0.441446965052115,-13264,8.13243408951563,38,0.625954198473282,-41,-0.580152671755725,-2,0.0305343511450382,43233,99.7507191083384,27169,27.5318689103267,50950,1930.0235231267,1493933787495,
11327007,129207.885742188,2045,-5.39759036144578,2495,0.0240963855421687,1372,8.13253012048193,8640,-5.29736358062538,-352,-0.215818516247701,-13472,8.25996321275291,353,1.48091603053435,-97,-5.38931297709924,-79,1.20610687022901,43233,99.7507191083384,27169,27.5318689103267,50949,1931.72286885572,1493933787712,
11333561,129407.897949219,2068,-5.44578313253012,2499,-0.253012048192771,1375,8.09638554216868,8368,-5.13059472716125,-448,-0.274678111587983,-13520,8.28939301042305,-166,-2.42748091603053,159,2.53435114503817,-93,1.41984732824427,43227,99.7333578899669,27169,27.5318689103267,50948,1933.4252096993,1493933787895,
11340115,129607.91015625,2057,-5.60240963855422,2512,-0.120481927710843,1384,7.98795180722892,8464,-5.18945432250153,-480,-0.29429797670141,-13536,8.29920294297977,-221,-1.70992366412214,112,3.37404580152672,-46,0.702290076335878,43233,99.7507191083384,27169,27.5318689103267,50948,1933.4252096993,1493933788111,
11346669,129807.922363281,2061,-5.63855421686747,2515,-0.168674698795181,1382,8.01204819277108,8592,-5.26793378295524,-576,-0.353157572041692,-13424,8.23053341508277,-111,-0.854961832061069,56,1.69465648854962,-31,0.473282442748092,43233,99.7507191083384,27169,27.5318689103267,50947,1935.1305535828,1493933788297,
11353223,130007.934570313,2058,-5.6144578313253,2513,-0.132530120481928,1384,7.98795180722892,8608,-5.27774371551196,-528,-0.323727774371551,-13408,8.22072348252606,-59,-0.717557251908397,47,0.900763358778626,-35,0.534351145038168,43227,99.7333578899669,27169,27.5318689103267,50946,1936.83890845957,1493933788506,
11359777,130207.946777344,2059,-5.65060240963855,2516,-0.144578313253012,1384,7.98795180722892,8656,-5.3071735131821,-592,-0.362967504598406,-13440,8.24034334763948,-81,-0.763358778625954,50,1.23664122137405,-31,0.473282442748092,43233,99.7507191083384,27169,27.5318689103267,50944,1940.26468314702,1493933788701,
11366331,130407.958984375,2058,-5.65060240963855,2516,-0.132530120481928,1383,8,8704,-5.33660331085224,-608,-0.37277743715512,-13456,8.2501532801962,-74,-1.23664122137405,81,1.12977099236641,-52,0.793893129770992,43233,99.7507191083384,27169,27.5318689103267,50943,1941.98211900544,1493933788919,
11372885,130607.971191406,2062,-5.69879518072289,2520,-0.180722891566265,1386,7.96385542168675,8624,-5.28755364806867,-704,-0.431637032495402,-13408,8.22072348252606,-95,-1.00763358778626,66,1.45038167938931,19,-0.290076335877863,43226,99.7304643561533,27169,27.5318689103267,50941,1945.42612808452,1493933789102,
11379439,130807.983398438,2062,-5.67469879518072,2518,-0.180722891566265,1384,7.98795180722892,8752,-5.36603310852238,-560,-0.343347639484979,-13344,8.1814837522992,-48,-0.854961832061069,56,0.732824427480916,-46,0.702290076335878,43226,99.732164909883,27170,27.5377746384657,50940,1947.15271752422,1493933789288,
11385993,131007.995605469,2070,-5.63855421686747,2515,-0.27710843373494,1385,7.97590361445783,8704,-5.33660331085224,-544,-0.333537706928265,-13424,8.23053341508277,-133,-1.19083969465649,78,2.03053435114504,-88,1.34351145038168,43233,99.7524199300945,27170,27.5377746384657,50940,1947.15271752422,1493933789497,
11392547,131208.0078125,2055,-5.69879518072289,2520,-0.0963855421686747,1384,7.98795180722892,8624,-5.28755364806867,-672,-0.412017167381974,-13392,8.21091354996934,-8,-0.748091603053435,49,0.122137404580153,7,-0.106870229007634,43226,99.732164909883,27170,27.5377746384657,50940,1947.15271752422,1493933789715,
11399101,131408.020019531,2062,-5.62650602409639,2514,-0.180722891566265,1383,8,8656,-5.3071735131821,-608,-0.37277743715512,-13376,8.20110361741263,-55,-1.80152671755725,118,0.83969465648855,-91,1.38931297709924,43233,99.7524199300945,27170,27.5377746384657,50939,1948.88237442474,1493933789913,
11405655,131608.032226563,2063,-5.68674698795181,2519,-0.192771084337349,1387,7.95180722891566,8688,-5.32679337829552,-592,-0.362967504598406,-13328,8.17167381974249,-52,-0.534351145038168,35,0.793893129770992,-56,0.854961832061069,43233,99.7524199300945,27170,27.5377746384657,50938,1950.61510696783,1493933790097,
