Timestamp	Left pupil	LeftX	LeftY	Left Validity	RightX	RightY	Right Validity
1493931725740240	-1	-1	-1	4	-1	-1	4
1493931725758231	-1	-1	-1	4	-1	-1	4
1493931725780688	-1	-1	-1	4	-1	-1	4
1493931725797938	-1	-1	-1	4	-1	-1	4
1493931725812817	-1	-1	-1	4	-1	-1	4
1493931725829436	-1	-1	-1	4	-1	-1	4
1493931725846063	2.73494	0.546457222463914	0.502689175541491	0	0.611168464154161	0.427362785145533	0
1493931725862686	2.593689	0.566868953051426	0.595266482471743	0	0.610855877371478	0.427146747141933	0
1493931725879311	2.68132	0.547320003490086	0.486202194443422	0	0.614788669375912	0.435375231304761	0
1493931725896062	2.607071	0.570948676786884	0.5950622044993	0	0.613043916463084	0.410430358509984	0
1493931725913254	2.695145	0.551755584732518	0.518499043907241	0	0.616561012544025	0.41663557217953	0
1493931725929317	-1	-1	-1	4	-1	-1	4
1493931725945933	2.683731	0.540134642261592	0.500852147178648	0	0.610311392320227	0.431261412293679	0
1493931725962557	2.612	0.568393917863887	0.591615322264261	0	0.615877624305767	0.41901776855866	0
1493931725979306	2.659241	0.543605218830635	0.500289659197733	0	0.615029404714278	0.424822077817907	0
1493931725995931	2.563477	0.577640478235026	0.60133892014187	0	0.621367222774779	0.420132646134334	0
1493931726012556	2.660324	0.542936186231827	0.481362916442549	0	0.599108456989143	0.432268535615776	0
1493931726029180	2.753235	0.565409866479968	0.480708754125999	0	0.609211838720512	0.425433149213177	0
1493931726045932	2.754105	0.566649517031465	0.479516194173357	0	0.606805086393024	0.432201508700928	0
1493931726062555	2.742889	0.566219743581087	0.472098872483684	0	0.609541507243648	0.428902074452935	0
1493931726079180	2.778381	0.565929749559245	0.484177006644586	0	0.608280250397002	0.431127933326025	0
1493931726095804	2.776215	0.591904584523263	0.420397590056382	0	0.640243641160396	0.37080230692959	0
1493931726112555	2.775986	0.595198230831329	0.428113545940732	0	0.633478731524519	0.378153057067948	0
1493931726129177	2.759521	0.592734151070772	0.434619299039014	0	0.636691653698563	0.377884511352022	0
1493931726145801	2.73967	0.593559288638517	0.424602849175017	0	0.637384171969643	0.382981750027966	0
1493931726162426	2.740219	0.591080085266412	0.431931971322228	0	0.637012968758654	0.384293225253487	0
1493931726179051	2.755936	0.595999141690072	0.43369009991352	0	0.635859130318977	0.377513768269864	0
1493931726195801	2.75177	0.59015430358636	0.429590321048181	0	0.637210250320777	0.376491814330166	0
1493931726212426	2.750061	0.591455784169284	0.432223450348374	0	0.637469868933067	0.381419552946682	0
1493931726229052	2.772263	0.590985459326703	0.426605450093348	0	0.636554217463299	0.380957101559488	0
1493931726245675	2.772018	0.594336296294159	0.425585403871082	0	0.635751725269074	0.376371044166717	0
1493931726262425	2.777954	0.591453167171494	0.428202552358016	0	0.640077974939231	0.374149738689539	0
1493931726279050	2.762787	0.591537558885875	0.428484636743178	0	0.638899771837032	0.38085713954365	0
1493931726295675	2.773758	0.589577256304437	0.422498217347083	0	0.635584801595769	0.375076305842185	0
1493931726312297	2.763092	0.593751183608674	0.409961816447776	0	0.631105849669439	0.366241359202604	0
1493931726328923	2.793716	0.591189053779544	0.407601587304725	0	0.635068814389342	0.368646746262357	0
1493931726345672	2.780411	0.588812921856061	0.410271652404163	0	0.634071158638335	0.367773771511338	0
1493931726362296	2.793335	0.591670054192491	0.405827964136506	0	0.632478076599	0.368166981112608	0
1493931726378921	2.799362	0.588947572473671	0.41607683806842	0	0.633412034361299	0.369948183719544	0
1493931726395546	2.797485	0.589721493960951	0.407851821162012	0	0.634674322050614	0.373704704784132	0
1493931726412296	2.799911	0.590793494954369	0.411691093136596	0	0.635085033693485	0.374639644179979	0
1493931726428920	2.806046	0.590552212388502	0.412255782822967	0	0.637881405974895	0.371096532289357	0
1493931726445545	2.789536	0.589134034489689	0.409889562221224	0	0.637087941070149	0.376526227493514	0
1493931726462170	2.791107	0.587897664927368	0.409837265019405	0	0.639223370206537	0.372825926001951	0
1493931726478919	2.778076	0.591150808615794	0.407646655251256	0	0.634578543220186	0.380217750118163	0
1493931726495543	2.787354	0.591821675086521	0.41289421871943	0	0.633296842018581	0.376143172762568	0
1493931726512167	2.777954	0.592419061448709	0.411398214406745	0	0.636202007555312	0.370534822206082	0
1493931726528791	2.778137	0.591020914608862	0.416283883519554	0	0.634815375187827	0.370985531343194	0
1493931726545416	2.797791	0.591388983001707	0.417795903905017	0	0.631676668810769	0.373954485170543	0
1493931726562171	2.799179	0.591367490874063	0.416459792301112	0	0.630827606117464	0.378854325321299	0
1493931726578790	2.786667	0.590927774506781	0.411887372330284	0	0.632331528690429	0.371059628368357	0
