GSR,time,count,
667.02241195304202,1508951533349,1
666.35570067301899,1508951533553,2
659.76116645774198,1508951533761,3
658.45789161783102,1508951533963,4
657.15975553657097,1508951534167,5
652.01799569668106,1508951534373,6
651.38092756644096,1508951534577,7
651.38092756644096,1508951534784,8
649.477170877444,1508951534965,9
650.11051878819399,1508951535170,10
651.38092756644096,1508951535374,11
652.01799569668106,1508951535579,12
652.65631118652902,1508951535788,13
653.29587770301202,1508951535988,14
653.93669892754394,1508951536192,15
653.93669892754394,1508951536396,16
653.93669892754394,1508951536598,17
653.93669892754394,1508951536802,18
654.57877855599895,1508951536937,19
653.93669892754394,1508951537141,20
653.29587770301202,1508951537347,21
653.29587770301202,1508951537552,22
653.29587770301202,1508951537761,23
653.93669892754394,1508951537961,24
654.57877855599895,1508951538143,25
654.57877855599895,1508951538348,26
654.57877855599895,1508951538552,27
654.57877855599895,1508951538785,28
654.57877855599895,1508951538990,29
655.22212029878096,1508951539193,30
655.22212029878096,1508951539356,31
655.86672788089504,1508951539562,32
656.51260504201696,1508951539770,33
656.51260504201696,1508951539973,34
657.15975553657097,1508951540176,35
657.80818313379802,1508951540381,36
657.80818313379802,1508951540586,37
658.45789161783102,1508951540792,38
659.10888478776701,1508951540994,39
659.10888478776701,1508951541197,40
659.76116645774198,1508951541334,41
660.41474045700704,1508951541538,42
660.41474045700704,1508951541743,43
661.06961062999903,1508951541946,44
661.725780836421,1508951542148,45
662.38325495131505,1508951542353,46
662.38325495131505,1508951542559,47
663.04203686513699,1508951542763,48
663.04203686513699,1508951542970,49
663.70213048383903,1508951543173,50
663.70213048383903,1508951543378,51
664.36353972894005,1508951543584,52
665.02626853760705,1508951543793,53
665.02626853760705,1508951543993,54
665.02626853760705,1508951544194,55
665.69032086273501,1508951544397,56
665.69032086273501,1508951544599,57
666.35570067301899,1508951544736,58
666.35570067301899,1508951544941,59
666.35570067301899,1508951545145,60
666.35570067301899,1508951545351,61
667.02241195304202,1508951545556,62
667.02241195304202,1508951545763,63
667.02241195304202,1508951545968,64
667.02241195304202,1508951546172,65
666.35570067301899,1508951546379,66
667.02241195304202,1508951546581,67
667.69045870334503,1508951546787,68
667.69045870334503,1508951546994,69
667.69045870334503,1508951547196,70
668.35984494051604,1508951547398,71
669.030574697264,1508951547534,72
669.70265202250198,1508951547742,73
669.70265202250198,1508951547945,74
670.37608098143096,1508951548148,75
670.37608098143096,1508951548353,76
671.05086565561703,1508951548559,77
